name,gene,chr,start,end,length,density
chr9-112315000-112600000,"['PALM2', 'AKAP2', 'RP11-406O23.2', 'PALM2-AKAP2']",['chr9'],[112315000],[112600000],[285000],14.035087719298247
chr9-112650000-112925000,"['PALM2', 'AKAP2', 'RP11-151F5.2', 'PALM2-AKAP2']",['chr9'],[112650000],[112925000],[275000],14.545454545454545
chr9-113025000-113385000,"['TXNDC8', 'RNU6-124P', 'RNU6-1039P', 'SVEP1', 'RP11-410K21.2']",['chr9'],[113025000],[113385000],[360000],13.88888888888889
chr9-113390000-114080000,"['LPAR1', 'RNU6-432P', 'RP11-202G18.1', 'RNY4P18', 'RP13-461N9.2', 'MUSK', 'Y_RNA']",['chr9'],[113390000],[114080000],[690000],10.144927536231883
chr9-114125000-114240000,"['KIAA0368', 'RNA5SP294']",['chr9'],[114125000],[114240000],[115000],17.391304347826086
chr9-114250000-114360000,"['ZNF483', 'LRRC37A5P', 'PTGR1', 'RP11-16L21.7']",['chr9'],[114250000],[114360000],[110000],36.36363636363637
chr9-114510000-114850000,"['RP11-430K21.2', 'C9orf84', 'SUSD1', 'RNU6-710P', 'UGCG', 'RNU6-1013P', 'MIR4668', 'RP11-4O1.2']",['chr9'],[114510000],[114850000],[340000],23.529411764705884
chr9-114860000-115120000,"['PTBP3', 'RN7SL57P', 'RNU6-855P', 'RNA5SP295', 'SUSD1', 'RP11-165N19.2', 'HSPE1P28', 'RN7SL430P', 'Y_RNA']",['chr9'],[114860000],[115120000],[260000],34.61538461538462
chr9-115150000-115675000,"['SLC46A2', 'RP11-408O19.5', 'RP11-276E15.4', 'INIP', 'SNX30', 'KIAA1958', 'HSDL2', 'RP11-576C12.1', 'C9orf147']",['chr9'],[115150000],[115675000],[525000],17.142857142857142
chr9-115980000-116440000,"['PRPF4', 'HDHD3', 'POLE3', 'WDR31', 'BSPRY', 'RP11-168K11.2', 'RP11-168K11.3', 'RGS3', 'ALAD', 'RP11-18B16.2', 'C9orf43', 'SLC31A1', 'FKBP15', 'RNF183', 'CDC26']",['chr9'],[115980000],[116440000],[460000],32.60869565217391
chr9-116465000-117080000,"['ZNF618', 'RP11-18B16.1', 'RP11-534I8.1', 'COL27A1', 'MIR455', 'AMBP', 'KIF12', 'AL157702.1']",['chr9'],[116465000],[117080000],[615000],13.008130081300813
chr9-117090000-117425000,"['AKNA', 'RP11-9M16.3', 'RP11-402G3.5', 'RP11-402G3.6', 'RP11-9M16.2', 'ATP6V1G1', 'ORM2', 'C9orf91', 'snoU13', 'AL160275.1', 'DFNB31', 'Y_RNA']",['chr9'],[117090000],[117425000],[335000],35.820895522388064
chr9-117440000-117790000,"['RP11-402G3.4', 'TNFSF8', 'TNC', 'TNFSF15', 'RP11-78H18.2', 'AL390240.1']",['chr9'],[117440000],[117790000],[350000],17.142857142857142
chr9-117855000-118300000,"['RP11-523L1.2', 'DEC1', 'RP11-445L6.3', 'TNC']",['chr9'],[117855000],[118300000],[445000],8.988764044943819
chr9-118335000-119440000,"['PAPPA', 'RP11-264C15.2', 'RP11-45A16.4', 'RP11-787B4.2', 'PAPPA-AS1', 'RP11-284G10.1', 'RP11-67K19.3', 'AL137024.1', 'LINC00474', 'PAPPA-AS2', 'AL353141.1', 'ASTN2']",['chr9'],[118335000],[119440000],[1105000],10.85972850678733
chr9-119475000-120220000,"['RN7SKP125', 'SNORA70C', 'AL354981.1', 'RPL10P3', 'ASTN2', 'RN7SKP128']",['chr9'],[119475000],[120220000],[745000],8.053691275167784
chr9-120340000-122225000,"['RP11-500B12.1', 'TLR4', 'TPT1P9', 'RP11-281A20.1', 'RP11-349E4.1', 'TUBB4BP6', 'BRINP1', 'RP11-127L21.1', 'snoZ13_snr52', 'RNU6-1082P', 'RP11-281A20.2', 'RPL35AP22']",['chr9'],[120340000],[122225000],[1885000],6.36604774535809
chr9-122280000-123160000,"['RP11-295D22.1', 'RP11-360A18.1', 'RP11-360A18.2', 'CDK5RAP2', 'MIR147A']",['chr9'],[122280000],[123160000],[880000],5.681818181818182
chr9-123345000-124180000,"['AL161784.1', 'PSMD5-AS1', 'PHF19', 'RN7SL181P', 'STOM', 'RP11-477J21.2', 'RP11-477J21.6', 'GSN-AS1', 'MEGF9', 'TRAF1', 'GSN', 'C5', 'RAB14', 'FBXW2', 'RP11-162D16.2', 'AHCYP2', 'CNTRL', 'RP11-27I1.4', 'PSMD5', 'RP11-27I1.6']",['chr9'],[123345000],[124180000],[835000],23.952095808383234
chr9-124195000-124280000,"['RN7SL187P', 'RP11-162D16.2', 'GGTA1P']",['chr9'],[124195000],[124280000],[85000],35.29411764705882
chr9-124295000-124790000,"['DAB2IP', 'TTLL11', 'RP11-244O19.1', 'RP11-524G24.2', 'TTLL11-IT1', 'AL357936.1']",['chr9'],[124295000],[124790000],[495000],12.121212121212121
chr9-124855000-125225000,"['MRRF', 'AL162424.1', 'RP11-542K23.7', 'MORN5', 'LHX6', 'RP11-498E2.7', 'TTLL11', 'RBM18', 'NDUFA8', 'RP11-542K23.10', 'MIR4478', 'PTGS1', 'RP11-498E2.8', 'RN7SL227P', 'RP11-498E2.9', 'AL162424.2']",['chr9'],[124855000],[125225000],[370000],43.24324324324324
chr9-125255000-125570000,"['OR1J2', 'OR1J4', 'SKA2P1', 'OR1Q1', 'RP11-64P14.7', 'OR1L6', 'OR1L3', 'TLK1P1', 'OR5C1', 'PDCL', 'OR1H1P', 'OR1B1', 'OR1L1', 'OR1L4', 'OR1N2', 'OR1K1', 'OR1L8', 'OR1N1']",['chr9'],[125255000],[125570000],[315000],57.14285714285714
chr9-125590000-126150000,"['GPR21', 'ZBTB26', 'PDCL', 'RABGAP1', 'RP11-355O1.11', 'DENND1A', 'ZBTB6', 'STRBP', 'RP11-355O1.7', 'KRT18P67', 'RP11-123N4.4', 'SNORD90', 'MIR600HG', 'RC3H2', 'Y_RNA', 'CRB2']",['chr9'],[125590000],[126150000],[560000],28.57142857142857
chr9-126160000-126810000,"['RP11-85O21.2', 'RP11-417B4.3', 'RP11-85O21.4', 'AL161790.1', 'DENND1A', 'RP11-417B4.2', 'RP11-85O21.5', 'LHX2', 'RP11-230L22.4', 'PIGFP2', 'MIR601']",['chr9'],[126160000],[126810000],[650000],16.923076923076923
chr9-126885000-127060000,"['RP11-121A14.2', 'NEK6', 'RP11-121A14.3']",['chr9'],[126885000],[127060000],[175000],17.142857142857142
chr9-127175000-127530000,"['RN7SL302P', 'MIR181B2', 'NR6A1', 'MIR181A2HG', 'RP11-10J18.3', 'GPR144', 'NR5A1', 'PSMB7', 'MIR181A2', 'RP11-164H5.1']",['chr9'],[127175000],[127530000],[355000],28.169014084507044
chr9-12720000-12835000,"['LURAP1L', 'RN7SL849P', 'RP11-3L8.3']",['chr9'],[12720000],[12835000],[115000],26.086956521739133
chr9-127535000-127625000,"['ARPC5L', 'OLFML2A', 'RPL35', 'RP11-175D17.3', 'WDR38']",['chr9'],[127535000],[127625000],[90000],55.55555555555556
chr9-127630000-128145000,"['AL354928.1', 'SCAI', 'RP11-184B22.2', 'RP11-474P12.3', 'PPP6C', 'PRPS1P2', 'RNU6-1020P', 'ARPC5L', 'RP11-65N13.6', 'RABEPK', 'GAPVD1', 'HSPA5', 'RNU4-82P', 'RP11-366O20.5', 'GOLGA1', 'RP11-65N13.8']",['chr9'],[127630000],[128145000],[515000],31.067961165048544
chr9-128165000-128695000,"['MAPKAP1', 'RP11-12A16.3', 'RN7SL30P', 'HNRNPA1P15', 'RP11-423C15.3', 'PBX3']",['chr9'],[128165000],[128695000],[530000],11.320754716981133
chr9-128740000-129355000,"['MVB12B', 'RP11-343J18.1', 'AL161908.1', 'NRON', 'RP11-343J18.2', 'SNORD116', 'RP11-123K19.1', 'AL356309.1', 'RP11-205K6.1', 'RP11-205K6.2']",['chr9'],[128740000],[129355000],[615000],16.260162601626014
chr9-129455000-129560000,"['RP11-489N22.3', 'AL161731.1', 'LMX1B']",['chr9'],[129455000],[129560000],[105000],28.57142857142857
chr9-129605000-130210000,"['RP13-225O21.2', 'RP13-225O21.5', 'ZBTB34', 'RALGPS1', 'ANGPTL2', 'SLC2A8', 'RP11-356B19.11', 'RPL12', 'GARNL3', 'ZNF79']",['chr9'],[129605000],[130210000],[605000],16.528925619834713
chr9-130240000-130885000,"['MIR4672', 'PTRH1', 'NAIF1', 'RP11-379C10.4', 'MIR3960', 'FPGS', 'CDK9', 'Y_RNA', 'RP11-228B15.4', 'C9orf117', 'TTC16', 'DPM2', 'SH2D3C', 'PTGES2', 'LRSAM1', 'RP11-203J24.9', 'ST6GALNAC4', 'FAM129B', 'RP11-203J24.8', 'STXBP1', 'FAM102A', 'TOR2A', 'SLC25A25', 'RP11-395P17.3', 'AK1', 'RP11-395P17.11', 'ST6GALNAC6', 'RP11-379C10.1', 'PIP5KL1', 'MIR3911', 'RNA5SP296', 'ENG']",['chr9'],[130240000],[130885000],[645000],49.6124031007752
chr9-131025000-131875000,"['FAM73B', 'TMSB4XP4', 'RP11-101E3.5', 'CCBL1', 'SLC27A4', 'RP11-339B21.14', 'RP11-339B21.15', 'RP11-339B21.8', 'ODF2-AS1', 'RN7SL560P', 'NUP188', 'snoU13', 'RP11-167N5.5', 'SET', 'WDR34', 'RP11-216B9.6', 'VTI1BP4', 'CERCAM', 'AL158151.2', 'TRUB2', 'AL359091.2', 'GLE1', 'CRAT', 'ZER1', 'C9orf114', 'SH3GLB2', 'RP11-339B21.10', 'MIR219-2', 'HMGA1P4', 'SWI5', 'PHYHD1', 'RP11-247A12.1', 'PKN3', 'COQ4', 'URM1', 'GOLGA2', 'ODF2', 'ZDHHC12', 'TBC1D13', 'RP11-339B21.13', 'DOLPP1', 'RP11-339B21.11', 'PPP2R4', 'LRRC8A', 'RNU7-171P', 'DOLK', 'ENDOG', 'SPTAN1', 'AL359091.1', 'RP11-545E17.3']",['chr9'],[131025000],[131875000],[850000],58.82352941176471
chr9-131885000-132390000,"['AL391056.1', 'RP11-65J3.14', 'AL158151.1', 'RP11-65J3.1', 'RP11-492E3.2', 'C9orf106', 'AL353803.1', 'RP11-492E3.51', 'RP11-344B5.3', 'RP11-344B5.2', 'RP11-65J3.6', 'RP11-247A12.2', 'IER5L', 'PPP2R4', 'RP11-65J3.3', 'RP11-247A12.8', 'RP11-65J3.15', 'RP11-247A12.7', 'NTMT1', 'RP11-65J3.2', 'LINC00963', 'RP11-344B5.4', 'C9orf50', 'RN7SL159P']",['chr9'],[131885000],[132390000],[505000],47.524752475247524
chr9-132405000-132565000,"['AL590369.1', 'RP11-483H20.6', 'PTGES', 'UBE2V1P4', 'PRRX2']",['chr9'],[132405000],[132565000],[160000],31.25
chr9-132575000-132835000,"['TOR1A', 'RP11-138E2.1', 'GPR107', 'RP11-409K20.7', 'RP11-409K20.6', 'FNBP1', 'C9orf78', 'USP20']",['chr9'],[132575000],[132835000],[260000],30.769230769230766
chr9-132870000-133070000,"['NCS1', 'GPR107', 'HMCN2', 'AL360004.1', 'Y_RNA']",['chr9'],[132870000],[133070000],[200000],25.0
chr9-133330000-133560000,"['RP11-57C19.2', 'ASS1', 'FUBP3', 'PRDM12']",['chr9'],[133330000],[133560000],[230000],17.391304347826086
chr9-13345000-14440000,"['RP11-536O18.2', 'RP11-120J1.1', 'RPL3P11', 'RP11-284P20.3', 'NFIB', 'RP11-536O18.1', 'RP11-280O24.3', 'LINC00583', 'PES1P2', 'RP11-280O24.1']",['chr9'],[13345000],[14440000],[1095000],9.132420091324201
chr9-133565000-133925000,"['LAMC3', 'RP11-83J21.3', 'QRFP', 'EXOSC2', 'ABL1', 'FIBCD1', 'RP11-57C19.6', 'SNORA31']",['chr9'],[133565000],[133925000],[360000],22.222222222222225
chr9-133990000-134380000,"['PPAPDC3', 'AIF1L', 'RP11-544A12.4', 'FAM78A', 'SNORD62A', 'POMT1', 'RNU6-881P', 'AL358781.1', 'NUP214', 'PRRC2B', 'RP11-544A12.5', 'RP11-544A12.8', 'SNORD62B']",['chr9'],[133990000],[134380000],[390000],33.333333333333336
chr9-134465000-134625000,"['RAPGEF1', 'RN7SL328P']",['chr9'],[134465000],[134625000],[160000],12.5
chr9-134640000-135120000,"['NTNG2', 'MED27', 'RP11-323H21.3', 'EIF4A1P3', 'RP11-32B11.2', 'AL159997.1', 'SNORA67']",['chr9'],[134640000],[135120000],[480000],14.583333333333334
chr9-135140000-135800000,"['RP11-295G24.5', 'C9orf9', 'TTF1', 'RNU5D-2P', 'AK8', 'TSC1', 'DDX31', 'RNU6-357P', 'BARHL1', 'C9orf171', 'SETX', 'GTF3C4']",['chr9'],[135140000],[135800000],[660000],18.181818181818183
chr9-135895000-136375000,"['SURF4', 'CEL', 'GBGT1', 'ADAMTS13', 'EEF1A1P5', 'snoU13', 'RALGDS', 'MED22', 'Y_RNA', 'SURF1', 'SNORD36A', 'LCN1P1', 'RP11-430N14.4', 'CACFD1', 'CELP', 'SURF6', 'RPL7A', 'LCN1P2', 'SURF2', 'OBP2B', 'GTF3C5', 'SNORD36C', 'ABO', 'RP11-244N20.7', 'REXO4', 'SNORD24', 'C9orf96', 'SNORD36B', 'SLC2A6']",['chr9'],[135895000],[136375000],[480000],60.416666666666664
chr9-136450000-136600000,"['DBH-AS1', 'SARDH', 'FAM163B', 'LL09NC01-254D11.1', 'DBH']",['chr9'],[136450000],[136600000],[150000],33.333333333333336
chr9-136650000-136865000,['VAV2'],['chr9'],[136650000],[136865000],[215000],4.651162790697675
chr9-136890000-136995000,"['RP11-349K21.1', 'LINC00094', 'BRD3', 'RP11-374P20.4']",['chr9'],[136890000],[136995000],[105000],38.095238095238095
chr9-137090000-137350000,"['RP11-145E17.2', 'RXRA', 'MIR4669']",['chr9'],[137090000],[137350000],[260000],11.538461538461538
chr9-137550000-138330000,"['OLFM1', 'AL603650.4', 'MIR3689C', 'FCN1', 'MIR3689B', 'RP11-399H11.2', 'RP11-263F14.3', 'FCN2', 'AL390778.1', 'MIR3689E', 'RP11-555H7.2', 'COL5A1', 'AL603650.1', 'AL603650.2', 'MIR3689D1', 'MIR3689D2', 'C9orf62', 'RP11-447M12.2', 'RP11-399H11.3', 'AL603650.3', 'MIR3689A', 'MIR3689F']",['chr9'],[137550000],[138330000],[780000],28.205128205128204
chr9-138745000-138855000,"['UBAC1', 'CAMSAP1', 'RP11-432J22.2']",['chr9'],[138745000],[138855000],[110000],27.272727272727273
chr9-139305000-139540000,"['MIR4674', 'SDCCAG3', 'PMPCA', 'NOTCH1', 'SEC16A', 'INPP5E', 'MIR4673', 'RP11-413M3.4', 'U3', 'RP11-611D20.2', 'C9orf163']",['chr9'],[139305000],[139540000],[235000],46.80851063829787
chr9-139650000-140150000,"['LCN12', 'LCNL1', 'C9orf139', 'LRRC26', 'AL807752.1', 'snoU13', 'UAP1L1', 'ABCA2', 'SAPCD2', 'TMEM141', 'RP11-229P13.19', 'MAMDC4', 'C9orf173', 'SNORD62', 'MIR4479', 'ANAPC2', 'C9orf169', 'RP11-216L13.19', 'RP11-229P13.22', 'NCLP1', 'TPRN', 'ENTPD2', 'PTGDS', 'RP11-229P13.15', 'TMEM203', 'EDF1', 'RP11-229P13.23', 'RNF208', 'RP11-216L13.18', 'C9orf172', 'C9orf142', 'LCN8', 'SLC34A3', 'ATP6V1G1P3', 'CCDC183-AS1', 'NDOR1', 'RP11-216L13.17', 'MAN1B1', 'RP11-229P13.25', 'CLIC3', 'FAM166A', 'C9orf141', 'C8G', 'TRAF2', 'CCDC183', 'PHPT1', 'NPDC1', 'RP11-229P13.20', 'RP11-350O14.18', 'TUBB4B', 'MIR4292', 'LCN15', 'DPP7', 'TMEM210', 'RNF224', 'FBXW5', 'FUT7', 'RABL6', 'NELFB', 'GRIN1', 'SSNA1', 'RP11-229P13.2', 'MIR3621']",['chr9'],[139650000],[140150000],[500000],126.0
chr9-140180000-140445000,"['RP13-122B23.9', 'EXD3', 'ENTPD8', 'NSMF', 'snoU13', 'NRARP', 'NOXA1', 'PNPLA7', 'AL365502.1', 'RP13-122B23.8']",['chr9'],[140180000],[140445000],[265000],37.735849056603776
chr9-140550000-140725000,"['RP11-188C12.2', 'EHMT1']",['chr9'],[140550000],[140725000],[175000],11.428571428571429
chr9-14445000-14790000,"['RP11-408A13.1', 'FREM1', 'RP11-408A13.2', 'RP11-408A13.4', 'RP11-408A13.3', 'CER1', 'ZDHHC21']",['chr9'],[14445000],[14790000],[345000],20.289855072463766
chr9-15210000-15420000,"['RPL7P33', 'RN7SL157P', 'TTC39B']",['chr9'],[15210000],[15420000],[210000],14.285714285714285
chr9-15425000-15625000,"['RNU6-246P', 'HMGN2P16', 'RN7SL98P', 'RNU6-319P', 'SNAPC3', 'CCDC171', 'PSIP1', 'FTH1P12']",['chr9'],[15425000],[15625000],[200000],40.0
chr9-15865000-16150000,['CCDC171'],['chr9'],[15865000],[16150000],[285000],3.5087719298245617
chr9-16175000-16725000,"['BNC2', 'C9orf92', 'RP11-183I6.2', 'RP11-62F24.1']",['chr9'],[16175000],[16725000],[550000],7.2727272727272725
chr9-1700000-2040000,"['SMARCA2', 'RP11-443B9.1']",['chr9'],[1700000],[2040000],[340000],5.882352941176471
chr9-17085000-17460000,"['RP11-132E11.3', 'CNTLN', 'RP11-132E11.2', 'RP11-492A12.2', 'RP11-132E11.4']",['chr9'],[17085000],[17460000],[375000],13.333333333333334
chr9-17795000-18215000,['SH3GL2'],['chr9'],[17795000],[18215000],[420000],2.380952380952381
chr9-18250000-19040000,"['ADAMTSL1', 'RP11-296P7.4', 'AL158150.1', 'RN7SKP258', 'MIR3152', 'RP11-503K16.2', 'RP11-570H19.2', 'FAM154A']",['chr9'],[18250000],[19040000],[790000],10.126582278481012
chr9-19045000-19465000,"['RP11-146N23.1', 'RP11-513M16.8', 'RRAGA', 'RPS6', 'PLIN2', 'SCARNA8', 'RN7SL158P', 'NDUFA5P3', 'ACER2', 'RP11-363E7.3', 'RP11-363E7.4', 'snoU13', 'RP11-146N23.4', 'RNU6-264P', 'RP11-513M16.7', 'HAUS6', 'Y_RNA', 'DENND4C']",['chr9'],[19045000],[19465000],[420000],42.857142857142854
chr9-19480000-19860000,"['AL158077.1', 'RP11-252O2.2', 'SLC24A2']",['chr9'],[19480000],[19860000],[380000],7.894736842105263
chr9-19910000-20335000,"['RP11-378I6.1', 'RP11-378I6.2', 'RP11-15P13.1', 'AL512635.1']",['chr9'],[19910000],[20335000],[425000],9.411764705882351
chr9-20350000-21130000,"['MIR4473', 'IFNWP4', 'IFNNP1', 'SNORA30', 'MIR4474', 'FOCAD', 'MIR491', 'RNU4-26P', 'MLLT3', 'AL163193.1', 'IFNB1', 'RP11-73E6.2', 'PTPLAD2', 'RP11-4E23.2']",['chr9'],[20350000],[21130000],[780000],17.94871794871795
chr9-21185000-21465000,"['IFNA12P', 'IFNA10', 'IFNA11P', 'IFNA6', 'IFNA20P', 'IFNA8', 'IFNA7', 'IFNA2', 'IFNWP18', 'IFNA5', 'RP11-354P17.15', 'IFNA13', 'IFNA22P', 'KLHL9', 'IFNA1', 'MIR31HG', 'IFNA14', 'IFNWP9', 'IFNWP5', 'IFNWP2', 'IFNA16', 'IFNA4', 'IFNA17', 'IFNWP19']",['chr9'],[21185000],[21465000],[280000],85.71428571428571
chr9-21805000-22010000,"['RP11-149I2.4', 'AL359922.1', 'CDKN2A', 'RP11-145E5.5', 'CDKN2B', 'RP11-70L8.4', 'RP11-149I2.5', 'C9orf53', 'CDKN2B-AS1', 'MTAP', 'TUBB8P1']",['chr9'],[21805000],[22010000],[205000],53.65853658536586
chr9-2210000-2805000,"['RP11-125B21.2', 'KCNV2', 'RN7SL592P', 'VLDLR', 'KIAA0020', 'RP11-91N2.3']",['chr9'],[2210000],[2805000],[595000],10.084033613445378
chr9-26730000-26860000,"['SNORA31', 'CAAP1', 'RP11-18A15.1', 'RP11-337A23.6']",['chr9'],[26730000],[26860000],[130000],30.769230769230766
chr9-26875000-26965000,"['RN7SL100P', 'CAAP1', 'RP11-337A23.5', 'RP11-337A23.3', 'PLAA', 'IFT74']",['chr9'],[26875000],[26965000],[90000],66.66666666666667
chr9-27325000-27555000,"['IFNK', 'C9orf72', 'RP11-298E2.2', 'MOB3B']",['chr9'],[27325000],[27555000],[230000],17.391304347826086
chr9-27705000-28075000,"['RP11-438B23.2', 'RP11-575I8.1', 'LINGO2']",['chr9'],[27705000],[28075000],[370000],8.108108108108107
chr9-2855000-3200000,"['RP11-255J3.2', 'AL589675.1', 'RP11-32F11.2', 'RP11-255J3.3', 'CARM1P1']",['chr9'],[2855000],[3200000],[345000],14.492753623188404
chr9-31120000-31650000,"['RP11-572H4.1', 'RP11-291J9.2', 'HMGB3P23', 'RP11-291J9.1', 'RP11-271O3.1', 'SLC25A6P2']",['chr9'],[31120000],[31650000],[530000],11.320754716981133
chr9-3235000-3450000,"['RP11-62E14.2', 'RFX3']",['chr9'],[3235000],[3450000],[215000],9.30232558139535
chr9-32370000-32580000,"['AL353671.3', 'NDUFB6', 'TOPORS', 'GVQW1', 'AL353671.4', 'DDX58', 'ACO1', 'TOPORS-AS1', 'AL353671.1', 'AL353671.2', 'RP11-205M20.7']",['chr9'],[32370000],[32580000],[210000],52.38095238095238
chr9-32605000-32980000,"['AL157884.1', 'RP11-462B18.1', 'TAF1L', 'RP11-462B18.2', 'RP11-462B18.3', 'AL589642.1', 'RP11-555J4.4', 'APTX', 'TMEM215', 'RP11-562M8.4', 'RP11-555J4.2', 'ASS1P12', 'TCEA1P4', 'Y_RNA', 'RP11-555J4.3']",['chr9'],[32605000],[32980000],[375000],40.0
chr9-330000-465000,"['RP11-165F24.3', 'DOCK8']",['chr9'],[330000],[465000],[135000],14.814814814814815
chr9-33020000-33265000,"['CHMP5', 'BAG1', 'RP11-54K16.2', 'SMU1', 'SPINK4', 'APTX', 'DNAJA1', 'RNU4ATAC15P', 'RP11-326F20.5', 'AL162590.1', 'B4GALT1']",['chr9'],[33020000],[33265000],[245000],44.897959183673464
chr9-33290000-33370000,"['Y_RNA', 'NFX1']",['chr9'],[33290000],[33370000],[80000],25.0
chr9-33375000-33485000,"['AQP3', 'RP11-311H10.4', 'RP11-311H10.7', 'NOL6', 'AQP7']",['chr9'],[33375000],[33485000],[110000],45.45454545454545
chr9-33605000-33730000,"['PTENP1', 'TRBV24OR9-2', 'TRBV23OR9-2', 'TRBV20OR9-2', 'PRSS3P4', 'TRBV25OR9-2', 'RP11-384P7.7', 'ANXA2P2', 'TRBV26OR9-2', 'RP11-384P7.5', 'TRBV22OR9-2', 'TRBV21OR9-2', 'CYP4F26P']",['chr9'],[33605000],[33730000],[125000],104.0
chr9-33805000-34330000,"['SNORD121B', 'KIF24', 'RNU4ATAC11P', 'AL353662.4', 'Y_RNA', 'NUDT2', 'AL353662.1', 'UBE2R2', 'UBAP1', 'RP11-537H15.4', 'OSTCP8', 'RP11-571F15.3', 'RP11-537H15.3', 'RN7SKP114', 'RNU2-50P', 'RP11-133O22.6', 'RNU7-36P', 'SERPINH1P1', 'RP11-176F3.7', 'UBAP2', 'DCAF12', 'RP11-571F15.2', 'RNA5SP282', 'SNORD121A', 'TUBB4BP2', 'AL353662.2', 'AL353662.3']",['chr9'],[33805000],[34330000],[525000],51.42857142857143
chr9-34385000-34635000,"['RP11-296L22.7', 'ARID3C', 'CNTFR', 'C9orf24', 'DNAI1', 'RPP25L', 'RN7SKP24', 'SIGMAR1', 'RP11-296L22.8', 'DCTN3', 'CNTFR-AS1', 'FAM219A', 'Y_RNA', 'ENHO']",['chr9'],[34385000],[34635000],[250000],56.0
chr9-34670000-35100000,"['FANCG', 'FLJ00273', 'PIGO', 'FAM205B', 'RN7SL338P', 'FAM205CP', 'SYF2P2', 'STOML2', 'VCP', 'DNAJB5', 'KIAA1045', 'C9orf131', 'CCL19', 'RP11-195F19.9', 'RP11-182N22.8', 'YWHAZP6', 'GLULP4', 'CCL21', 'FAM205A']",['chr9'],[34670000],[35100000],[430000],44.18604651162791
chr9-35115000-35560000,"['AL160274.1', 'RPL36AP33', 'RP11-182N22.7', 'UNC13B', 'RUSC2', 'ZFAND6P1', 'ATP8B5P', 'FAM214B']",['chr9'],[35115000],[35560000],[445000],17.977528089887638
chr9-3540000-3695000,"['RP11-509J21.3', 'RP11-509J21.1', 'RP11-509J21.4', 'RP11-509J21.2']",['chr9'],[3540000],[3695000],[155000],25.806451612903224
chr9-35595000-35900000,"['TPM2', 'RP11-112J3.16', 'SIT1', 'CA9', 'SPAG8', 'RN7SL22P', 'HINT2', 'RP11-331F9.4', 'ARHGEF39', 'NPR2', 'RGP1', 'FAM221B', 'RMRP', 'CREB3', 'NDUFA5P4', 'OR13E1P', 'AL133410.1', 'RP11-112J3.15', 'OR13J1', 'TLN1', 'TMEM8B', 'CD72', 'CCDC107', 'MIR4667', 'TESK1', 'GBA2', 'MSMP', 'RP11-331F9.3']",['chr9'],[35595000],[35900000],[305000],91.80327868852459
chr9-35915000-36190000,"['RP11-327L3.3', 'GLIPR2', 'OR13C6P', 'AL138834.1', 'CCIN', 'YBX1P10', 'RECK', 'OR2S1P', 'OR2AM1P', 'OR13C7P', 'PGAM1P2', 'OR2S2']",['chr9'],[35915000],[36190000],[275000],43.63636363636363
chr9-36195000-36755000,"['RNF38', 'RNU4-53P', 'MELK', 'HMGB3P24', 'CLTA', 'GNE']",['chr9'],[36195000],[36755000],[560000],10.714285714285714
chr9-36860000-37415000,"['RP11-220I1.5', 'RP11-397D12.4', 'ZCCHC7', 'RP11-220I1.1', 'RP11-297B17.3', 'PAX5', 'MIR4476', 'MIR4540', 'RP11-465M18.1', 'RP11-220I1.4', 'RP11-344B23.2', 'AL158155.1', 'RP11-220I1.2', 'RP11-297B17.2', 'Y_RNA']",['chr9'],[36860000],[37415000],[555000],27.027027027027028
chr9-3730000-4290000,"['RP11-252M18.3', 'RP11-70J12.1', 'GLIS3', 'GLIS3-AS1']",['chr9'],[3730000],[4290000],[560000],7.142857142857142
chr9-37465000-38405000,"['EXOSC3', 'RP11-405L18.2', 'SHB', 'snoU13', 'SLC25A51', 'RP11-613M10.6', 'DCAF10', 'TOMM5', 'ALDH1B1', 'RNU7-124P', 'RP11-3J10.7', 'RP11-405L18.4', 'ZBTB5', 'RAB1C', 'RP11-3J10.4', 'TRMT10B', 'U8', 'RP11-613M10.8', 'FRMPD1', 'FBXO10', 'POLR1E', 'RP11-613M10.9', 'PAICSP1', 'RP11-113O24.3', 'RN7SKP171']",['chr9'],[37465000],[38405000],[940000],26.595744680851062
chr9-4295000-4570000,"['AL162419.1', 'SPATA6L', 'GLIS3', 'RNU6-694P', 'SLC1A1', 'RP11-358M14.2']",['chr9'],[4295000],[4570000],[275000],21.818181818181817
chr9-4755000-5005000,"['RP11-307I14.3', 'RP11-125K10.5', 'AL158147.1', 'HNRNPA1P41', 'RP11-307I14.2', 'JAK2', 'MIR101-2', 'AL158147.2', 'RCL1', 'RP11-307I14.4']",['chr9'],[4755000],[5005000],[250000],40.0
chr9-5080000-5435000,"['RP11-140C18.2', 'MTND1P11', 'RP11-39K24.13', 'RP11-39K24.4', 'RP11-12D24.6', 'HMGN2P31', 'RLN1', 'MTND4P14', 'INSL4', 'RP11-12D24.7', 'JAK2', 'RLN2', 'RP11-39K24.14', 'RP11-39K24.7', 'MTND6P5', 'PLGRKT', 'MTND5P14', 'RP11-39K24.9', 'RP11-39K24.12', 'IGHEP2', 'INSL6', 'AL161450.1', 'RP11-12D24.10']",['chr9'],[5080000],[5435000],[355000],64.7887323943662
chr9-515000-1025000,"['RNU6-1073P', 'RP11-130C19.3', 'RP11-31F19.1', 'RNU6-1327P', 'DMRT1', 'RP11-147I11.1', 'RP11-130C19.1', 'DMRT3', 'KANK1']",['chr9'],[515000],[1025000],[510000],17.64705882352941
